AE ID	Eval	Old Pred	New Pred	Confidence	Abs value	Exp typeExp factors
E-GEOD-2202	none	none	no	-0.023	0.023	none	Genotype	
E-GEOD-2973	none	none	no	-0.058	0.058	none	DiseaseState | StrainOrLine | Compound	
E-GEOD-2204	none	none	no	-0.136	0.136	none	CellLine | CellType | StrainOrLine | GrowthCondition	
E-GEOD-63497	none	none	no	-0.034	0.034	none	culture condition | stable transduction | treatment | spry status	
E-GEOD-6232	none	none	no	-0.009	0.009	none	None	
E-GEOD-63493	none	none	no	-0.033	0.033	none	None	
E-GEOD-5985	none	none	no	-0.033	0.033	none	Treatment | Compound	
E-GEOD-64154	none	none	no	-0.041	0.041	none	treatment	
E-GEOD-61435	none	none	no	-0.037	0.037	none	GENOTYPE	
E-GEOD-61437	none	none	no	-0.014	0.014	none	infection	
E-GEOD-61433	none	none	no	-0.074	0.074	none	CELL TYPE	
E-GEOD-78841	none	none	no	-0.026	0.026	none	cell | treatment	
E-GEOD-38443	none	none	no	-0.017	0.017	none	ORGANISM | TREATMENT	
E-GEOD-57314	none	none	no	-0.072	0.072	none	TRANSGENE EXPRESSION	
E-GEOD-68862	none	none	no	-0.045	0.045	none	phenotype	
E-GEOD-47596	none	none	no	-0.090	0.090	none	treated with	
E-GEOD-35775	none	none	no	-0.030	0.030	none	DOX INDUCTION | CELL TYPE | VARIATION	
E-GEOD-68868	none	none	no	-0.014	0.014	none	infected with | genotype	
E-GEOD-38123	none	none	no	-0.058	0.058	none	TREATMENT | TIME	
E-GEOD-49998	none	none	yes	0.004	0.004	none	treatment	
E-GEOD-25713	none	none	no	-0.025	0.025	none	STRAIN | INFECTION | TIME	
E-GEOD-49990	none	none	no	-0.089	0.089	none	INFECTED WITH	
E-GEOD-35368	none	none	yes	0.003	0.003	none	COMMENT | INDEX | CELL LINE | TECHNOLOGY	
E-GEOD-24046	none	none	no	-0.049	0.049	none	PROTOCOL	
E-GEOD-48572	none	none	no	-0.057	0.057	none	None	
E-GEOD-35361	none	none	no	-0.014	0.014	none	KNOCKDOWN | TREATMENT	
E-GEOD-40746	none	none	no	-0.026	0.026	none	STRAIN BACKGROUND | VARIATION | ORGANISM PART	
E-GEOD-34421	none	none	no	-0.037	0.037	none	None	
E-MEXP-2370	none	none	no	-0.049	0.049	none	CELL_LINE | DOSE | COMPOUND	
E-GEOD-38509	none	none	no	-0.053	0.053	none	RETROVIRUS | TIME	
E-GEOD-55812	none	none	no	-0.030	0.030	none	INFECTED  WITH | GENOTYPE	
E-GEOD-9847	none	none	no	-0.045	0.045	none	None	
E-GEOD-49195	none	none	no	-0.042	0.042	none	GENOTYPE | DOSE	
E-GEOD-18727	none	none	no	-0.048	0.048	none	IRRADIATION | TREATMENT	
E-GEOD-74780	none	none	no	-0.087	0.087	none	genotype | cell population	
E-GEOD-74783	none	none	no	-0.027	0.027	none	cell markers | cell type	
E-GEOD-11991	none	none	no	-0.012	0.012	none	None	
E-GEOD-11992	none	none	no	-0.028	0.028	none	None	
E-GEOD-14236	none	none	no	-0.038	0.038	none	None	
E-GEOD-45192	none	none	no	-0.033	0.033	none	CELL TYPE	
E-GEOD-47909	none	none	yes	0.001	0.001	none	SORTING STRATEGY | GENOTYPE | SEX	
E-GEOD-59922	none	none	no	-0.070	0.070	none	TREATED WITH	
E-GEOD-14316	none	none	no	-0.048	0.048	none	None	
E-GEOD-47901	none	none	no	-0.009	0.009	none	COMPOUND	
E-GEOD-70863	none	none	no	-0.022	0.022	none	genotype	
E-GEOD-47906	none	none	no	-0.050	0.050	none	CELL SUBTYPE	
E-GEOD-55855	none	none	no	-0.087	0.087	none	TREATMENT | TIME	
E-GEOD-26556	none	none	no	-0.075	0.075	none	STRAIN | ORGANISM PART	
E-MEXP-577	none	none	no	-0.027	0.027	none	genotype	
E-GEOD-60388	none	none	no	-0.035	0.035	none	strain | treated with	
E-MEXP-1975	none	none	no	-0.049	0.049	none	dose | compound	
E-MEXP-2952	none	none	no	-0.028	0.028	none	TIME | ORGANISM_PART | COMPOUND	
E-MEXP-2950	none	none	no	-0.049	0.049	none	TIME | CELLTYPE | GROWTHCONDITION	
E-GEOD-27249	none	none	no	-0.062	0.062	none	ORGANISM | CELL TYPE	
E-GEOD-52801	none	none	no	-0.048	0.048	none	SAMPLE TYPE | TREATMENT | CELL TYPE | GENOTYPE	
E-MEXP-2954	none	none	no	-0.009	0.009	none	DISEASE_STATE | STRAIN_OR_LINE	
E-MEXP-2955	none	none	yes	0.001	0.001	none	GENOTYPE	
E-GEOD-27241	none	none	no	-0.081	0.081	none	GENOTYPE/VARIATION | TREATMENT	
E-GEOD-67715	none	none	no	-0.024	0.024	none	sirna | treatment	
E-GEOD-55733	none	none	no	-0.092	0.092	none	DOSE | TIME | COMPOUND	
E-GEOD-13840	none	none	no	-0.002	0.002	none	GENDER | AGE | ANIMAL MODEL	
E-GEOD-58032	none	none	no	-0.052	0.052	none	CELL TYPE	
E-GEOD-13592	none	none	no	-0.049	0.049	none	CD4+ T CELLS FROM OT-2 MICE DAY	
E-GEOD-13590	none	none	no	-0.009	0.009	none	None	
E-GEOD-55227	none	none	no	-0.041	0.041	none	CELL TYPE | GENOTYPE	
E-GEOD-27028	none	none	no	-0.019	0.019	none	GENOTYPE/VARIATION	
E-GEOD-22058	none	none	no	-0.044	0.044	none	INDIVIDUAL | CONDITIONS | AGENT | TISSUE | TIME | ORGANISM	
E-GEOD-62831	none	none	no	-0.022	0.022	none	genotype	
E-GEOD-29777	none	none	no	-0.068	0.068	none	TISSUE | CELL TYPE | GENOTYPE/VARIATION	
E-GEOD-62834	none	none	yes	0.007	0.007	none	genotype	
E-GEOD-27027	none	none	no	-0.014	0.014	none	CELL TYPE | QUALITY CONTROL NOTES | STAGE	
E-GEOD-62836	none	none	no	-0.064	0.064	none	infected with | time	
E-GEOD-51006	none	none	no	-0.017	0.017	none	CELL TYPE | GENOTYPE	
E-GEOD-67204	none	none	no	-0.052	0.052	none	cell type	
E-GEOD-51008	none	none	no	-0.035	0.035	none	STRAIN | CELL TYPE | GENOTYPE	
E-GEOD-51009	none	none	no	-0.021	0.021	none	phenotype	
E-GEOD-67207	none	none	no	-0.051	0.051	none	replicate | treatment	
E-GEOD-10166	none	none	no	-0.021	0.021	none	REPLICATE | TREATMENT | ORGANISM PART	
E-GEOD-50234	none	none	no	-0.062	0.062	none	genotype	
E-GEOD-36288	none	none	no	-0.060	0.060	none	None	
E-MEXP-3008	none	none	no	-0.054	0.054	none	DISEASE_STATE	
E-GEOD-28292	none	none	no	-0.035	0.035	none	CULTURE CONDITION | CHIP ANTIBODY VENDOR | BATCH NUMBER | CULTURE CONDITIONS | CHIP ANTIBODY | CELL TYPE	
E-MTAB-3015	none	none	no	-0.085	0.085	none	treatment time | treatment	
E-MTAB-3013	none	none	no	-0.048	0.048	none	dose | time | compound	
E-GEOD-7119	none	none	no	-0.038	0.038	none	None	
E-GEOD-48200	none	none	no	-0.052	0.052	none	CELL LINE | ORGANISM | CELL TYPE	
E-GEOD-44107	none	none	no	-0.041	0.041	none	VARIATION	
E-GEOD-7111	none	none	no	-0.078	0.078	none	None	
E-GEOD-26194	none	none	no	-0.034	0.034	none	TREATMENT | TIME	
E-GEOD-15194	none	none	no	-0.029	0.029	none	None	
E-GEOD-15195	none	none	no	-0.068	0.068	none	GENOTYPE | ORGANISM PART	
E-GEOD-15196	none	none	no	-0.014	0.014	none	None	
E-GEOD-73073	none	none	no	-0.018	0.018	none	pathology | genotype	
E-GEOD-73077	none	none	no	-0.036	0.036	none	cell type	
E-GEOD-16948	none	none	no	-0.049	0.049	none	None	
E-GEOD-49330	none	none	yes	0.018	0.018	none	STIMULATION	
E-GEOD-32903	none	none	no	-0.029	0.029	none	VARIATION	
E-GEOD-32904	none	none	no	-0.057	0.057	none	None	
E-GEOD-32907	none	none	no	-0.019	0.019	none	CELL TYPE | GENOTYPE/VARIATION	
E-GEOD-28824	none	none	no	-0.057	0.057	none	DIET SUPPLEMENT | TISSUE | GROUP	
E-GEOD-50046	none	none	no	-0.057	0.057	none	TREATMENT	
E-GEOD-2564	none	none	yes	0.028	0.028	none	ORGANISM	
E-GEOD-2565	none	none	no	-0.029	0.029	none	time | compound	
E-GEOD-83190	none	none	no	-0.048	0.048	none	genotype	
E-MTAB-2499	none	none	no	-0.052	0.052	none	dose_2 | genotype | compound_1 | compound_2 | dose_1	
E-GEOD-16644	none	none	no	-0.034	0.034	none	None	
E-GEOD-64965	none	none	no	-0.030	0.030	none	None	
E-GEOD-21970	none	none	no	-0.045	0.045	none	REFERENCE | AGENT	
E-GEOD-14891	none	none	no	-0.043	0.043	none	None	
E-GEOD-84989	none	none	no	-0.001	0.001	none	treatment	
E-GEOD-21978	none	none	no	-0.018	0.018	none	TRANSGENES | CELL TYPE | GENETIC BACKGROUND | CHIP ANTIBODY	
E-GEOD-84987	none	none	yes	0.016	0.016	none	cell sorting strategy | chip antibody | genotype | cell preparation	
E-GEOD-64969	none	none	no	-0.063	0.063	none	genotype	
E-GEOD-56965	none	none	no	-0.047	0.047	none	None	
E-GEOD-31711	none	none	no	-0.052	0.052	none	SOURCE TISSUE	
E-GEOD-15736	none	none	no	-0.037	0.037	none	None	
E-GEOD-38299	none	none	yes	0.041	0.041	none	GENOTYPE	
E-MTAB-4547	none	none	no	-0.073	0.073	none	cell type	
E-GEOD-65955	none	none	no	-0.052	0.052	none	cell type | genotype	
E-GEOD-83661	none	none	yes	0.026	0.026	none	None	
E-GEOD-12330	none	none	yes	0.014	0.014	none	TISSUE	
E-MTAB-4549	none	none	no	-0.074	0.074	none	cell type	
E-MTAB-4891	none	none	no	-0.042	0.042	none	infect	
E-GEOD-14898	none	none	no	-0.102	0.102	none	None	
E-GEOD-43453	none	none	no	-0.034	0.034	none	organism part	
E-GEOD-14612	none	none	no	-0.067	0.067	none	None	
E-GEOD-43456	none	none	no	-0.096	0.096	none	SORTED CELLS | CELL TYPE | ORGANISM PART	
E-MEXP-1373	none	none	no	-0.060	0.060	none	infect | time	
E-MEXP-1375	none	none	no	-0.016	0.016	none	genotype | Treatment	
E-GEOD-11346	none	none	no	-0.048	0.048	none	None	
E-GEOD-45673	none	none	no	-0.075	0.075	none	GENOTYPE | CELL POPULATION	
E-GEOD-45679	none	none	no	-0.044	0.044	none	CELL TYPE SUBSET	
E-GEOD-19198	none	none	no	-0.022	0.022	none	STIMULATION | ANTIBODY | VARIATION	
E-GEOD-70521	none	none	yes	0.027	0.027	none	cell type	
E-GEOD-55334	none	none	no	-0.053	0.053	none	transduction | genotype	
E-GEOD-70523	none	none	no	-0.058	0.058	none	cell type	
E-GEOD-77802	none	none	no	-0.017	0.017	none	treatment	
E-GEOD-76959	none	none	no	-0.086	0.086	none	compound	
E-MEXP-3623	none	none	no	-0.038	0.038	none	genotype	
E-GEOD-34191	none	none	yes	0.005	0.005	none	SAMPLE TYPE | TREATMENT	
E-GEOD-15767	none	none	no	-0.032	0.032	none	None	
E-GEOD-37975	none	none	no	-0.069	0.069	none	TUMOR STAGE | ORGANISM PART	
E-GEOD-47714	none	none	no	-0.044	0.044	none	CELL TYPE | METASTATIC SITE PREFERENCE	
E-GEOD-34543	none	none	no	-0.080	0.080	none	DAY OF DIFFERENTIATION | TREATMENT | POPULATION	
E-MEXP-3118	none	none	no	-0.052	0.052	none	TREATMENT	
E-GEOD-30855	none	none	no	-0.096	0.096	none	CELL TYPE | GENOTYPE	
E-GEOD-30856	none	none	no	-0.100	0.100	none	HPC INDUCTION | INDUCTION DURATION	
E-GEOD-48950	none	none	no	-0.053	0.053	none	INJECTED WITH | TIME	
E-GEOD-31102	none	none	no	-0.046	0.046	none	CELL LINE | COMPOUND	
E-GEOD-31106	none	none	no	-0.066	0.066	none	DISEASE STATE | TIME POINT (WEEK END) | COMPOUND	
E-GEOD-31108	none	none	no	-0.067	0.067	none	TRANSDUCTION	
E-GEOD-40443	none	none	no	-0.061	0.061	none	CELL TYPE | STRAIN OR LINE	
E-GEOD-34775	none	none	no	-0.033	0.033	none	CELL TYPE	
E-GEOD-50836	none	none	no	-0.060	0.060	none	TREATMENT | TIME	
E-MEXP-1702	none	none	no	-0.029	0.029	none	genotype | compound	
E-GEOD-69654	none	none	no	-0.000	0.000	none	genotypes	
E-GEOD-51782	none	none	no	-0.084	0.084	none	CLONE | CELL TYPE	
E-GEOD-13770	none	none	no	-0.085	0.085	none	None	
E-GEOD-20754	none	none	no	-0.065	0.065	none	GENOME/VARIATION	
E-GEOD-83984	none	none	no	-0.017	0.017	none	None	
E-GEOD-25501	none	none	yes	0.000	0.000	none	GENOTYPE/VARIATION	
E-GEOD-20022	none	none	no	-0.070	0.070	none	GENOME/VARIATION	
E-GEOD-31814	none	none	no	-0.015	0.015	none	ORIGIN | RIN NUMBER	
E-GEOD-43059	none	none	no	-0.055	0.055	none	GENOTYPE	
E-GEOD-10909	none	none	no	-0.068	0.068	none	None	
E-GEOD-50789	none	none	no	-0.039	0.039	none	STRAIN OR LINE	
E-GEOD-41607	none	none	no	-0.002	0.002	none	TRANSFECTION	
E-MTAB-2324	none	none	no	-0.047	0.047	none	RNA interference	
E-GEOD-76317	none	none	no	-0.004	0.004	none	genotype	
E-GEOD-29732	none	none	no	-0.083	0.083	none	SUBPOPULATION	
E-GEOD-14855	none	none	no	-0.069	0.069	none	None	
E-GEOD-4179	none	none	no	-0.035	0.035	none	CellType | Genotype | Compound	
E-GEOD-4178	none	none	no	-0.023	0.023	none	None	
E-MTAB-2987	none	none	no	-0.040	0.040	none	transgenic mice	
E-GEOD-49380	none	none	no	-0.020	0.020	none	STRAIN/BACKGROUND | CELL TYPE | ORGANISM PART	
E-MEXP-141	none	none	no	-0.032	0.032	none	infect | individual_genetic_characteristic	
E-MEXP-490	none	none	no	-0.030	0.030	none	dose | compound	
E-GEOD-76033	none	none	no	-0.041	0.041	none	run lane | markers | multiplex index	
E-GEOD-10574	none	none	no	-0.067	0.067	none	None	
E-GEOD-64366	none	none	no	-0.050	0.050	none	strain | other | organism part	
E-GEOD-4391	none	none	no	-0.067	0.067	none	None	
E-GEOD-4390	none	none	no	-0.016	0.016	none	Age | Genotype	
E-MTAB-1606	none	none	no	-0.054	0.054	none	cell type	
E-MTAB-1602	none	none	no	-0.050	0.050	none	cell type	
E-GEOD-36639	none	none	yes	0.038	0.038	none	None	
E-GEOD-36630	none	none	no	-0.052	0.052	none	None	
E-GEOD-24907	none	none	no	-0.062	0.062	none	EXPOSURE	
E-GEOD-66634	none	none	no	-0.029	0.029	none	genotype	
E-GEOD-24903	none	none	no	-0.068	0.068	none	STRAIN | TIME POINT | TREATMENT	
E-GEOD-48387	none	none	no	-0.035	0.035	none	GENOTYPE	
E-GEOD-24909	none	none	no	-0.051	0.051	none	EXPOSURE	
E-GEOD-27903	none	none	yes	0.006	0.006	none	CELL LINE | VARIATION	
E-GEOD-27901	none	none	no	-0.000	0.000	none	BACKGROUND STRAIN | GENOTYPE	
E-GEOD-41265	none	none	no	-0.023	0.023	none	CELL COUNT	
E-GEOD-68298	none	none	no	-0.019	0.019	none	age | gfra1 status	
E-GEOD-55554	none	none	no	-0.058	0.058	none	None	
E-GEOD-18765	none	none	no	-0.048	0.048	none	cell type | phenotype	
E-GEOD-55551	none	none	no	-0.002	0.002	none	expression	
E-GEOD-55559	none	none	no	-0.037	0.037	none	TIME	
E-MTAB-2267	none	none	no	-0.007	0.007	none	disease	
E-MTAB-2268	none	none	no	-0.061	0.061	none	time	
E-GEOD-64771	none	none	no	-0.030	0.030	none	phenotype | tumor type	
E-GEOD-43928	none	none	no	-0.026	0.026	none	GENOTYPE	
E-GEOD-43929	none	none	no	-0.063	0.063	none	VACCINATION | TIME	
E-GEOD-42475	none	none	no	-0.073	0.073	none	SSEA1 | GFP | CELL STAGE | THY1	
E-GEOD-30079	none	none	no	-0.079	0.079	none	TREATMENT | SAMPLING TIME	
E-GEOD-18103	none	none	no	-0.035	0.035	none	None	
E-GEOD-18108	none	none	no	-0.041	0.041	none	GENOTYPE | AGENT	
E-MTAB-2006	none	none	no	-0.016	0.016	none	dose | genotype | compound	
E-GEOD-52993	none	none	no	-0.056	0.056	none	CELL TYPE	
E-GEOD-45440	none	none	no	-0.015	0.015	none	TREATMENT | VARIATION	
E-GEOD-34949	none	none	no	-0.035	0.035	none	None	
E-GEOD-21509	none	none	no	-0.038	0.038	none	PAIR | STRESS	
E-MTAB-856	none	none	no	-0.023	0.023	none	ImmobilizationStress | Dose | Compound	
E-GEOD-59442	none	none	no	-0.015	0.015	none	genotype	
E-GEOD-22313	none	none	no	-0.035	0.035	none	genotype	
E-GEOD-14469	none	none	no	-0.051	0.051	none	None	
E-GEOD-36170	none	none	no	-0.071	0.071	none	TREATMENT	
E-GEOD-38136	none	none	no	-0.062	0.062	none	diet	
E-GEOD-50001	none	none	no	-0.011	0.011	none	EXPOSED TO	
E-GEOD-50000	none	none	no	-0.022	0.022	none	INFECTION | TIME	
E-GEOD-50002	none	none	no	-0.015	0.015	none	KNOCK-IN | BATCH	
E-GEOD-46860	none	none	no	-0.022	0.022	none	CELL TYPE	
E-GEOD-46861	none	none	no	-0.032	0.032	none	cell line genotype/variation | tumour location	
E-GEOD-41382	none	none	no	-0.126	0.126	none	None	
E-GEOD-13212	none	none	no	-0.084	0.084	none	None	
E-GEOD-62031	none	none	yes	0.003	0.003	none	transfected with	
E-GEOD-62032	none	none	no	-0.010	0.010	none	genotype	
E-MTAB-3352	none	none	no	-0.011	0.011	none	cell type	
E-MTAB-3357	none	none	yes	0.009	0.009	none	strain	
E-GEOD-44715	none	none	no	-0.090	0.090	none	VARIATION	
E-MEXP-2491	none	none	no	-0.090	0.090	none	CELL_TYPE	
E-GEOD-71333	none	none	no	-0.023	0.023	none	None	
E-GEOD-71330	none	none	no	-0.053	0.053	none	None	
E-MTAB-4954	none	none	no	-0.032	0.032	none	cell type	
E-GEOD-2261	none	none	no	-0.033	0.033	none	None	
E-GEOD-2353	none	none	no	-0.053	0.053	none	None	
E-GEOD-46406	none	none	no	-0.042	0.042	none	CELL TYPE | GENOTYPE	
E-GEOD-76818	none	none	no	-0.030	0.030	none	treatment outcome | model | genotype | intragastric administration	
E-GEOD-46405	none	none	no	-0.028	0.028	none	TRANSFECTION	
E-GEOD-73862	none	none	no	-0.011	0.011	none	cell type | phenotype	
E-GEOD-51668	none	none	no	-0.073	0.073	none	TREATMENT | CELL TYPE | TREATMENT DURATION | GENOTYPE	
E-GEOD-26456	none	none	no	-0.044	0.044	none	STRAIN | T CELL TYPE | CELL TYPE	
E-GEOD-68904	none	none	no	-0.017	0.017	none	rb status | genotype | pten status	
E-GEOD-68903	none	none	no	-0.012	0.012	none	rb status | genotype	
E-GEOD-68902	none	none	no	-0.056	0.056	none	day	
E-GEOD-26410	none	none	no	-0.031	0.031	none	GENOTYPE	
E-GEOD-33248	none	none	no	-0.028	0.028	none	GENOTOXIC (G) OR NON-GENOTOXIC (NG) | TREATMENT | SAMPLING TIME	
E-GEOD-33718	none	none	no	-0.053	0.053	none	GENOTYPE | TREATMENT	
E-GEOD-33714	none	none	no	-0.041	0.041	none	MEDIA | CELL TYPE	
E-GEOD-30445	none	none	no	-0.048	0.048	none	GENOTYPE/VARIATION	
E-GEOD-35164	none	none	no	-0.017	0.017	none	CELL TYPE | GENOTYPE	
E-GEOD-61412	none	none	yes	0.011	0.011	none	AGE | GENOTYPE | ORGANISM PART	
E-GEOD-15414	none	none	no	-0.035	0.035	none	STRAIN | TREATMENT	
E-GEOD-61416	none	none	no	-0.047	0.047	none	STRAIN/GENOTYPE	
E-GEOD-61414	none	none	no	-0.014	0.014	none	genotype	
E-GEOD-22486	none	none	no	-0.056	0.056	none	CELL LINE | REPLICATE | CONDITION	
E-GEOD-38463	none	none	no	-0.041	0.041	none	FRACTION	
E-GEOD-38465	none	none	no	-0.013	0.013	none	TREATMENT | STRAIN OR LINE	
E-GEOD-68842	none	none	no	-0.006	0.006	none	None	
E-GEOD-68846	none	none	no	-0.009	0.009	none	genotype	
E-GEOD-25268	none	none	no	-0.042	0.042	none	GENOTYPE	
E-GEOD-65564	none	none	no	-0.048	0.048	none	strain | mouseid | condition | site	
E-GEOD-49603	none	none	no	-0.013	0.013	none	INFECTION	
E-GEOD-66998	none	none	no	-0.021	0.021	none	treatment	
E-GEOD-54073	none	none	no	-0.070	0.070	none	GENOTYPE	
E-GEOD-48553	none	none	no	-0.070	0.070	none	None	
E-GEOD-35384	none	none	no	-0.053	0.053	none	CELL TYPE	
E-GEOD-69464	none	none	no	-0.013	0.013	none	setdb1	
E-GEOD-339	none	none	no	-0.010	0.010	none	CellType | Grow	
E-GEOD-64287	none	none	no	-0.069	0.069	none	genotype	
E-GEOD-68590	none	none	no	-0.058	0.058	none	cell type | organism part | genotype	
E-GEOD-52313	none	none	yes	0.013	0.013	none	TREATMENT	
E-GEOD-52866	none	none	no	-0.039	0.039	none	None	
E-GEOD-52869	none	none	no	-0.036	0.036	none	ORGANISM PART	
E-GEOD-33862	none	none	no	-0.088	0.088	none	CELL TYPE	
E-GEOD-43153	none	none	no	-0.029	0.029	none	AGE | VIRUS	
E-GEOD-20621	none	none	no	-0.062	0.062	none	disease | time	
E-GEOD-43156	none	none	no	-0.042	0.042	none	treatment	
E-GEOD-43154	none	none	no	-0.028	0.028	none	GENOTYPE	
E-GEOD-53036	none	none	no	-0.040	0.040	none	GENOTYPE	
E-GEOD-40493	none	none	no	-0.008	0.008	none	GENOTYPE	
E-GEOD-40491	none	none	no	-0.019	0.019	none	TREATED WITH	
E-MTAB-5772	none	none	yes	0.096	0.096	none	genotype	
E-GEOD-40494	none	none	no	-0.052	0.052	none	GENOTYPE | TREATMENT	
E-GEOD-39195	none	none	no	-0.043	0.043	none	GROUP	
E-GEOD-70883	none	none	yes	0.012	0.012	none	genotype	
E-GEOD-12998	none	none	no	-0.009	0.009	none	None	
E-GEOD-12997	none	none	yes	0.001	0.001	none	None	
E-GEOD-32239	none	none	no	-0.038	0.038	none	GENOTYPE/VARIATION	
E-GEOD-72016	none	none	no	-0.046	0.046	none	sample type | organism part	
E-GEOD-72014	none	none	no	-0.055	0.055	none	doseunit | dose | vehicle | doseduration | compound	
E-MTAB-1475	none	none	no	-0.033	0.033	none	GROWTH CONDITION | STIMULATION TIME	
E-GEOD-50645	none	none	no	-0.019	0.019	none	None	
E-MEXP-559	none	none	no	-0.052	0.052	none	cell type	
E-GEOD-49147	none	none	no	-0.017	0.017	none	strain/background | cell type | parental cells	
E-GEOD-59564	none	none	no	-0.041	0.041	none	PECAM STATUS	
E-MEXP-2932	none	none	no	-0.017	0.017	none	DOSE | COMPOUND	
E-GEOD-28465	none	none	no	-0.044	0.044	none	GENOTYPE	
E-MEXP-2938	none	none	no	-0.051	0.051	none	CELL_TYPE	
E-GEOD-18463	none	none	yes	0.007	0.007	none	PHASE	
E-GEOD-39657	none	none	no	-0.027	0.027	none	TREATMENT | LIBRARY LABEL	
E-GEOD-31551	none	none	no	-0.038	0.038	none	STRAIN | CELL POPULATION	
E-GEOD-68805	none	none	no	-0.046	0.046	none	treated with	
E-GEOD-13864	none	none	no	-0.036	0.036	none	GENETIC | BATCH	
E-GEOD-13690	none	none	no	-0.047	0.047	none	None	
E-GEOD-68802	none	none	no	-0.032	0.032	none	genotype	
E-GEOD-58018	none	none	no	-0.043	0.043	none	TREATMENT TIMEPOINT | TREATMENT | LABELING	
E-GEOD-13693	none	none	no	-0.077	0.077	none	None	
E-GEOD-27591	none	none	no	-0.018	0.018	none	STRAIN OR LINE	
E-GEOD-29754	none	none	no	-0.023	0.023	none	CELL TYPE | VARIATION	
E-GEOD-54016	none	none	no	-0.009	0.009	none	CELL TYPE | SEX	
E-GEOD-27598	none	none	no	-0.045	0.045	none	CELL OR TISSUE TYPE | SEX	
E-GEOD-19336	none	none	yes	0.002	0.002	none	TISSUE	
E-GEOD-19337	none	none	no	-0.111	0.111	none	TREATMENT	
E-GEOD-7280	none	none	no	-0.069	0.069	none	None	
E-GEOD-46048	none	none	no	-0.034	0.034	none	GENOTYPE | ORGANISM PART	
E-GEOD-41176	none	none	no	-0.058	0.058	none	STIMULATION | VARIATION	
E-GEOD-41175	none	none	no	-0.009	0.009	none	CELL TYPE	
E-GEOD-41170	none	none	no	-0.030	0.030	none	DIFFERENTIATION STAGE | GENOTYPE | TREATMENT	
E-GEOD-73275	none	none	no	-0.028	0.028	none	treatment	
E-GEOD-48815	none	none	yes	0.010	0.010	none	GENOTYPE	
E-MTAB-2923	none	none	no	-0.030	0.030	none	cell type	
E-MTAB-2921	none	none	no	-0.028	0.028	none	RNA interference	
E-MTAB-2927	none	none	no	-0.022	0.022	none	disease	
E-GEOD-65528	none	none	no	-0.070	0.070	none	gfp positive? | time after salmonella exposure h | phrodo positive?	
E-GEOD-17728	none	none	no	-0.069	0.069	none	SAMPLE ID | PROTOCOL	
E-GEOD-72904	none	none	no	-0.070	0.070	none	surgery | treatment	
E-GEOD-78265	none	none	no	-0.006	0.006	none	transfection	
E-MTAB-6024	none	none	no	-0.044	0.044	none	compound | time | dose	
E-GEOD-76579	none	none	yes	0.001	0.001	none	strain | organism	
E-GEOD-66461	none	none	no	-0.035	0.035	none	genotype	
E-GEOD-58358	none	none	no	-0.078	0.078	none	diet	
E-GEOD-59276	none	none	no	-0.046	0.046	none	AGE | TREATMENT | INFECTION	
E-GEOD-38921	none	none	no	-0.034	0.034	none	sample collection time	
E-GEOD-59272	none	none	no	-0.035	0.035	none	None	
E-MEXP-2554	none	none	no	-0.053	0.053	none	infect | cell line | time	
E-GEOD-37402	none	none	no	-0.055	0.055	none	None	
E-GEOD-34835	none	none	no	-0.070	0.070	none	TRANSDUCTION	
E-GEOD-28651	none	none	no	-0.054	0.054	none	CELL TYPE | TRACHEAL SECTION	
E-GEOD-18599	none	none	no	-0.032	0.032	none	None	
E-GEOD-18598	none	none	no	-0.054	0.054	none	None	
E-GEOD-18597	none	none	no	-0.005	0.005	none	AGE | GENOTYPE	
E-GEOD-58905	none	none	no	-0.031	0.031	none	genotype	
E-GEOD-63247	none	none	no	-0.053	0.053	none	oxygen status | genotype	
E-GEOD-55764	none	none	no	-0.040	0.040	none	RECIPIENT STRAIN | RECIPIENT MOUSE STATUS	
E-GEOD-63241	none	none	no	-0.039	0.039	none	terc-/- p53/foxo3a phosphorylation status	
E-GEOD-55760	none	none	no	-0.041	0.041	none	TREATMENT	
E-GEOD-43714	none	none	no	-0.050	0.050	none	dose | genotype | compound	
E-GEOD-43713	none	none	no	-0.047	0.047	none	dose | genotype | compound	
E-MTAB-997	none	none	no	-0.025	0.025	none	Genotype	
E-MTAB-995	none	none	no	-0.029	0.029	none	STRAIN_OR_LINE | TREATMENT	
E-GEOD-45382	none	none	no	-0.032	0.032	none	TREATMENT	
